Time Series Search Export,Search term,Search filters,,Last update of Effective exchange rates data,Downloaded at,Source,Source URL,Download URL,About Effective exchange rates,,,
,,TIMESPAN:Timespan,2000-01-01_2023-12-31:,14/11/2024,2024-11-18 01:17 CET,BIS,https://data.bis.org/topics/EER/data?filter=TIMESPAN%3D2000-01-01_2023-12-31%255EFREQ%3DM%255EEER_TYPE%3DN%255EEER_BASKET%3DB%255EREF_AREA_TXT%3DDenmark%257CIceland%257CNorway%257CSweden%257CUnited%2520Kingdom&data_view=timeseries&selected_ts=BIS%2CWS_EER%2C1.0%255EM.N.B.DK%2BIS%2BNO%2BSE%2BGB,https://data.bis.org/topics/EER/data?filter=TIMESPAN%3D2000-01-01_2023-12-31%255EFREQ%3DM%255EEER_TYPE%3DN%255EEER_BASKET%3DB%255EREF_AREA_TXT%3DDenmark%257CIceland%257CNorway%257CSweden%257CUnited%2520Kingdom&data_view=timeseries&selected_ts=BIS%2CWS_EER%2C1.0%255EM.N.B.DK%2BIS%2BNO%2BSE%2BGB&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code%2Clabel,https://data.bis.org/topics/EER,,,
,,,,,,,,,,,,
DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,EER_TYPE:Type,EER_BASKET:Basket,REF_AREA:Reference area,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/05/2021,F:Free,,A:Normal value,106.79
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,30/06/2021,F:Free,,A:Normal value,105.85
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/07/2021,F:Free,,A:Normal value,103.28
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/08/2021,F:Free,,A:Normal value,102.74
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,30/09/2021,F:Free,,A:Normal value,105.07
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/10/2021,F:Free,,A:Normal value,108.46
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,30/11/2021,F:Free,,A:Normal value,106.4
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/12/2021,F:Free,,A:Normal value,104.92
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/01/2022,F:Free,,A:Normal value,106.17
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,28/02/2022,F:Free,,A:Normal value,105.99
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/03/2022,F:Free,,A:Normal value,109.16
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,30/04/2022,F:Free,,A:Normal value,109.54
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/05/2022,F:Free,,A:Normal value,104.05
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,30/06/2022,F:Free,,A:Normal value,102.83
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/07/2022,F:Free,,A:Normal value,103.06
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/08/2022,F:Free,,A:Normal value,106.54
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,30/09/2022,F:Free,,A:Normal value,103.65
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/10/2022,F:Free,,A:Normal value,102.1
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,30/11/2022,F:Free,,A:Normal value,103.33
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/12/2022,F:Free,,A:Normal value,102.97
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/01/2023,F:Free,,A:Normal value,100.69
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,28/02/2023,F:Free,,A:Normal value,98.61
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/03/2023,F:Free,,A:Normal value,95.98
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,30/04/2023,F:Free,,A:Normal value,94.98
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/05/2023,F:Free,,A:Normal value,93.04
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,30/06/2023,F:Free,,A:Normal value,93.8
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/07/2023,F:Free,,A:Normal value,97.62
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/08/2023,F:Free,,A:Normal value,97.28
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,30/09/2023,F:Free,,A:Normal value,96.68
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/10/2023,F:Free,,A:Normal value,94.85
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,30/11/2023,F:Free,,A:Normal value,93.68
"BIS,WS_EER,1.0",M.N.B.NO,M:Monthly,N:Nominal,B:Broad (64 economies),NO:Norway,"Index, 2020 = 100",,31/12/2023,F:Free,,A:Normal value,95.56
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/01/2000,F:Free,,A:Normal value,107.31
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,29/02/2000,F:Free,,A:Normal value,107.58
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/03/2000,F:Free,,A:Normal value,108.24
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/04/2000,F:Free,,A:Normal value,109.08
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/05/2000,F:Free,,A:Normal value,108.42
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/06/2000,F:Free,,A:Normal value,109.4
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/07/2000,F:Free,,A:Normal value,107.82
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/08/2000,F:Free,,A:Normal value,106.43
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/09/2000,F:Free,,A:Normal value,104.99
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/10/2000,F:Free,,A:Normal value,102.98
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/11/2000,F:Free,,A:Normal value,102.12
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/12/2000,F:Free,,A:Normal value,103.75
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/01/2001,F:Free,,A:Normal value,102.99
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,28/02/2001,F:Free,,A:Normal value,101.67
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/03/2001,F:Free,,A:Normal value,100.07
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/04/2001,F:Free,,A:Normal value,99.93
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/05/2001,F:Free,,A:Normal value,99.48
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/06/2001,F:Free,,A:Normal value,97.05
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/07/2001,F:Free,,A:Normal value,97.11
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/08/2001,F:Free,,A:Normal value,98.21
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/09/2001,F:Free,,A:Normal value,94.85
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/10/2001,F:Free,,A:Normal value,95.86
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/11/2001,F:Free,,A:Normal value,96.67
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/12/2001,F:Free,,A:Normal value,96.77
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/01/2002,F:Free,,A:Normal value,98.74
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,28/02/2002,F:Free,,A:Normal value,98.79
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/03/2002,F:Free,,A:Normal value,100.21
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/04/2002,F:Free,,A:Normal value,99.51
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/05/2002,F:Free,,A:Normal value,99.6
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/06/2002,F:Free,,A:Normal value,102.16
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/07/2002,F:Free,,A:Normal value,101.52
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/08/2002,F:Free,,A:Normal value,101.47
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/09/2002,F:Free,,A:Normal value,102.49
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/10/2002,F:Free,,A:Normal value,103.45
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/11/2002,F:Free,,A:Normal value,104.09
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/12/2002,F:Free,,A:Normal value,104.48
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/01/2003,F:Free,,A:Normal value,105
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,28/02/2003,F:Free,,A:Normal value,106.17
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/03/2003,F:Free,,A:Normal value,105.75
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/04/2003,F:Free,,A:Normal value,106.65
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/05/2003,F:Free,,A:Normal value,108.6
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/06/2003,F:Free,,A:Normal value,109.39
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/07/2003,F:Free,,A:Normal value,107.87
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/08/2003,F:Free,,A:Normal value,106.6
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/09/2003,F:Free,,A:Normal value,108.53
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/10/2003,F:Free,,A:Normal value,110.36
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/11/2003,F:Free,,A:Normal value,110.55
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/12/2003,F:Free,,A:Normal value,111.84
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/01/2004,F:Free,,A:Normal value,111.19
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,29/02/2004,F:Free,,A:Normal value,110.77
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/03/2004,F:Free,,A:Normal value,108.89
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/04/2004,F:Free,,A:Normal value,108.71
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/05/2004,F:Free,,A:Normal value,109.72
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/06/2004,F:Free,,A:Normal value,109.61
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/07/2004,F:Free,,A:Normal value,109.26
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/08/2004,F:Free,,A:Normal value,109.21
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/09/2004,F:Free,,A:Normal value,110.52
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/10/2004,F:Free,,A:Normal value,111.42
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/11/2004,F:Free,,A:Normal value,112.94
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/12/2004,F:Free,,A:Normal value,113.86
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/01/2005,F:Free,,A:Normal value,112.25
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,28/02/2005,F:Free,,A:Normal value,111.33
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/03/2005,F:Free,,A:Normal value,111.67
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/04/2005,F:Free,,A:Normal value,110.26
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/05/2005,F:Free,,A:Normal value,109.27
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/06/2005,F:Free,,A:Normal value,106.86
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/07/2005,F:Free,,A:Normal value,105.06
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/08/2005,F:Free,,A:Normal value,106.35
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/09/2005,F:Free,,A:Normal value,106.07
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/10/2005,F:Free,,A:Normal value,104.81
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/11/2005,F:Free,,A:Normal value,102.82
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/12/2005,F:Free,,A:Normal value,104.32
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/01/2006,F:Free,,A:Normal value,106.04
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,28/02/2006,F:Free,,A:Normal value,105.21
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/03/2006,F:Free,,A:Normal value,104.89
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/04/2006,F:Free,,A:Normal value,106.15
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/05/2006,F:Free,,A:Normal value,107.04
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/06/2006,F:Free,,A:Normal value,108.5
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/07/2006,F:Free,,A:Normal value,108.81
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/08/2006,F:Free,,A:Normal value,108.91
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/09/2006,F:Free,,A:Normal value,108.28
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/10/2006,F:Free,,A:Normal value,108.16
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/11/2006,F:Free,,A:Normal value,110.23
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/12/2006,F:Free,,A:Normal value,111.55
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/01/2007,F:Free,,A:Normal value,110.67
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,28/02/2007,F:Free,,A:Normal value,109.39
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/03/2007,F:Free,,A:Normal value,108.51
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/04/2007,F:Free,,A:Normal value,109.61
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/05/2007,F:Free,,A:Normal value,109.88
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/06/2007,F:Free,,A:Normal value,108.11
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/07/2007,F:Free,,A:Normal value,110.08
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/08/2007,F:Free,,A:Normal value,108.4
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/09/2007,F:Free,,A:Normal value,109.25
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/10/2007,F:Free,,A:Normal value,110.89
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/11/2007,F:Free,,A:Normal value,110.47
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/12/2007,F:Free,,A:Normal value,108.74
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/01/2008,F:Free,,A:Normal value,108.97
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,29/02/2008,F:Free,,A:Normal value,109.63
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/03/2008,F:Free,,A:Normal value,110.76
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/04/2008,F:Free,,A:Normal value,111.66
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/05/2008,F:Free,,A:Normal value,111.94
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/06/2008,F:Free,,A:Normal value,111.16
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/07/2008,F:Free,,A:Normal value,110.27
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/08/2008,F:Free,,A:Normal value,109.64
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/09/2008,F:Free,,A:Normal value,107.21
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/10/2008,F:Free,,A:Normal value,103.14
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,30/11/2008,F:Free,,A:Normal value,100.08
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/12/2008,F:Free,,A:Normal value,96.83
"BIS,WS_EER,1.0",M.N.B.SE,M:Monthly,N:Nominal,B:Broad (64 economies),SE:Sweden,"Index, 2020 = 100",,31/01/2009,F:Free,,A:Normal value,96.98
