Time Series Search Export,Search term,Search filters,,Last update of Effective exchange rates data,Downloaded at,Source,Source URL,Download URL,About Effective exchange rates,,,
,,TIMESPAN:Timespan,2000-01-01_2023-12-31:,14/11/2024,2024-11-18 01:17 CET,BIS,https://data.bis.org/topics/EER/data?filter=TIMESPAN%3D2000-01-01_2023-12-31%255EFREQ%3DM%255EEER_TYPE%3DN%255EEER_BASKET%3DB%255EREF_AREA_TXT%3DDenmark%257CIceland%257CNorway%257CSweden%257CUnited%2520Kingdom&data_view=timeseries&selected_ts=BIS%2CWS_EER%2C1.0%255EM.N.B.DK%2BIS%2BNO%2BSE%2BGB,https://data.bis.org/topics/EER/data?filter=TIMESPAN%3D2000-01-01_2023-12-31%255EFREQ%3DM%255EEER_TYPE%3DN%255EEER_BASKET%3DB%255EREF_AREA_TXT%3DDenmark%257CIceland%257CNorway%257CSweden%257CUnited%2520Kingdom&data_view=timeseries&selected_ts=BIS%2CWS_EER%2C1.0%255EM.N.B.DK%2BIS%2BNO%2BSE%2BGB&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code%2Clabel,https://data.bis.org/topics/EER,,,
,,,,,,,,,,,,
DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,EER_TYPE:Type,EER_BASKET:Basket,REF_AREA:Reference area,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/12/2002,F:Free,,A:Normal value,130.05
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/01/2003,F:Free,,A:Normal value,129.02
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,28/02/2003,F:Free,,A:Normal value,127.35
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/03/2003,F:Free,,A:Normal value,125.19
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/04/2003,F:Free,,A:Normal value,124.04
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/05/2003,F:Free,,A:Normal value,122.29
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/06/2003,F:Free,,A:Normal value,124.6
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/07/2003,F:Free,,A:Normal value,123.69
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/08/2003,F:Free,,A:Normal value,123
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/09/2003,F:Free,,A:Normal value,123.33
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/10/2003,F:Free,,A:Normal value,124.78
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/11/2003,F:Free,,A:Normal value,125.74
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/12/2003,F:Free,,A:Normal value,126.26
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/01/2004,F:Free,,A:Normal value,129.2
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,29/02/2004,F:Free,,A:Normal value,132.29
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/03/2004,F:Free,,A:Normal value,131.87
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/04/2004,F:Free,,A:Normal value,131.75
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/05/2004,F:Free,,A:Normal value,131.36
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/06/2004,F:Free,,A:Normal value,133.07
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/07/2004,F:Free,,A:Normal value,133.12
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/08/2004,F:Free,,A:Normal value,132.21
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/09/2004,F:Free,,A:Normal value,129.95
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/10/2004,F:Free,,A:Normal value,128.78
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/11/2004,F:Free,,A:Normal value,128.56
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/12/2004,F:Free,,A:Normal value,130.37
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/01/2005,F:Free,,A:Normal value,128.48
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,28/02/2005,F:Free,,A:Normal value,129.61
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/03/2005,F:Free,,A:Normal value,129.77
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/04/2005,F:Free,,A:Normal value,130.92
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/05/2005,F:Free,,A:Normal value,129.73
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/06/2005,F:Free,,A:Normal value,130.58
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/07/2005,F:Free,,A:Normal value,126.74
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/08/2005,F:Free,,A:Normal value,127.74
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/09/2005,F:Free,,A:Normal value,128.95
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/10/2005,F:Free,,A:Normal value,127.71
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/11/2005,F:Free,,A:Normal value,127.37
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/12/2005,F:Free,,A:Normal value,127.4
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/01/2006,F:Free,,A:Normal value,126.58
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,28/02/2006,F:Free,,A:Normal value,126.42
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/03/2006,F:Free,,A:Normal value,125.74
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/04/2006,F:Free,,A:Normal value,125.61
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/05/2006,F:Free,,A:Normal value,129.43
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/06/2006,F:Free,,A:Normal value,129.1
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/07/2006,F:Free,,A:Normal value,128.99
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/08/2006,F:Free,,A:Normal value,131.37
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/09/2006,F:Free,,A:Normal value,131.52
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/10/2006,F:Free,,A:Normal value,131.53
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/11/2006,F:Free,,A:Normal value,131.82
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/12/2006,F:Free,,A:Normal value,133.02
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/01/2007,F:Free,,A:Normal value,134.33
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,28/02/2007,F:Free,,A:Normal value,133.61
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/03/2007,F:Free,,A:Normal value,131.68
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/04/2007,F:Free,,A:Normal value,132.54
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/05/2007,F:Free,,A:Normal value,131.92
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/06/2007,F:Free,,A:Normal value,132.73
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/07/2007,F:Free,,A:Normal value,133.57
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/08/2007,F:Free,,A:Normal value,132.75
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/09/2007,F:Free,,A:Normal value,131.2
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/10/2007,F:Free,,A:Normal value,130.36
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/11/2007,F:Free,,A:Normal value,129.17
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/12/2007,F:Free,,A:Normal value,126.79
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/01/2008,F:Free,,A:Normal value,122.3
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,29/02/2008,F:Free,,A:Normal value,121.54
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/03/2008,F:Free,,A:Normal value,119.89
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/04/2008,F:Free,,A:Normal value,117.45
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/05/2008,F:Free,,A:Normal value,117.32
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/06/2008,F:Free,,A:Normal value,117.34
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/07/2008,F:Free,,A:Normal value,117.37
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/08/2008,F:Free,,A:Normal value,115.37
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/09/2008,F:Free,,A:Normal value,113.23
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/10/2008,F:Free,,A:Normal value,113.05
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/11/2008,F:Free,,A:Normal value,105.84
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/12/2008,F:Free,,A:Normal value,99.77
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/01/2009,F:Free,,A:Normal value,97.76
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,28/02/2009,F:Free,,A:Normal value,100.66
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/03/2009,F:Free,,A:Normal value,98.26
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/04/2009,F:Free,,A:Normal value,100.3
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/05/2009,F:Free,,A:Normal value,102.35
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/06/2009,F:Free,,A:Normal value,106.75
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/07/2009,F:Free,,A:Normal value,106.16
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/08/2009,F:Free,,A:Normal value,106.06
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/09/2009,F:Free,,A:Normal value,103.19
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/10/2009,F:Free,,A:Normal value,100.81
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/11/2009,F:Free,,A:Normal value,102.87
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/12/2009,F:Free,,A:Normal value,101.99
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/01/2010,F:Free,,A:Normal value,102.64
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,28/02/2010,F:Free,,A:Normal value,101.73
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/03/2010,F:Free,,A:Normal value,98.07
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/04/2010,F:Free,,A:Normal value,100.36
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/05/2010,F:Free,,A:Normal value,100.18
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/06/2010,F:Free,,A:Normal value,102.61
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/07/2010,F:Free,,A:Normal value,103.12
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/08/2010,F:Free,,A:Normal value,104.62
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/09/2010,F:Free,,A:Normal value,102.74
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/10/2010,F:Free,,A:Normal value,100.43
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/11/2010,F:Free,,A:Normal value,102.29
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/12/2010,F:Free,,A:Normal value,101.67
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/01/2011,F:Free,,A:Normal value,101.9
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,28/02/2011,F:Free,,A:Normal value,102.93
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/03/2011,F:Free,,A:Normal value,101.5
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/04/2011,F:Free,,A:Normal value,100.6
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/05/2011,F:Free,,A:Normal value,100.71
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/06/2011,F:Free,,A:Normal value,99.67
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/07/2011,F:Free,,A:Normal value,99.37
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/08/2011,F:Free,,A:Normal value,100.62
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/09/2011,F:Free,,A:Normal value,100.33
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/10/2011,F:Free,,A:Normal value,100.69
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/11/2011,F:Free,,A:Normal value,101.95
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/12/2011,F:Free,,A:Normal value,102.46
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/01/2012,F:Free,,A:Normal value,102.54
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,29/02/2012,F:Free,,A:Normal value,102.4
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/03/2012,F:Free,,A:Normal value,102.91
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/04/2012,F:Free,,A:Normal value,104.44
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/05/2012,F:Free,,A:Normal value,106
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/06/2012,F:Free,,A:Normal value,105.14
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/07/2012,F:Free,,A:Normal value,106.24
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/08/2012,F:Free,,A:Normal value,106.23
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/09/2012,F:Free,,A:Normal value,106.5
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/10/2012,F:Free,,A:Normal value,105.69
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/11/2012,F:Free,,A:Normal value,105.64
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/12/2012,F:Free,,A:Normal value,105.57
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/01/2013,F:Free,,A:Normal value,103.81
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,28/02/2013,F:Free,,A:Normal value,100.68
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/03/2013,F:Free,,A:Normal value,99.81
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/04/2013,F:Free,,A:Normal value,101.11
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/05/2013,F:Free,,A:Normal value,101.4
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/06/2013,F:Free,,A:Normal value,102.26
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/07/2013,F:Free,,A:Normal value,100.96
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/08/2013,F:Free,,A:Normal value,102.23
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/09/2013,F:Free,,A:Normal value,104.48
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/10/2013,F:Free,,A:Normal value,104.39
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/11/2013,F:Free,,A:Normal value,105.5
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/12/2013,F:Free,,A:Normal value,106.7
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/01/2014,F:Free,,A:Normal value,107.94
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,28/02/2014,F:Free,,A:Normal value,108.39
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/03/2014,F:Free,,A:Normal value,108.23
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,30/04/2014,F:Free,,A:Normal value,108.95
"BIS,WS_EER,1.0",M.N.B.GB,M:Monthly,N:Nominal,B:Broad (64 economies),GB:United Kingdom,"Index, 2020 = 100",,31/05/2014,F:Free,,A:Normal value,109.77
